1	0.000109
2	0.000132
3	0.000085
4	0.000154
	0.000106
	0.000101
	0.000145
	0.000114
	0.000134
	0.000144
	0.000200
	0.000117
	0.000057
	0.000225
	0.000204
	0.000195
	0.000290
	0.000217
	0.000363
	0.000175
	0.000265
	0.000491
	0.000344
	0.000414
	0.000268
	0.000728
	0.000338
	0.000321
	0.000430
	0.000570
	0.000549
	0.001372
	0.000613
	0.000690
	0.000416
	0.000869
	0.001449
	0.000865
	0.001541
	0.000711
	0.000852
	0.001180
	0.001950
	0.001017
	0.001282
	0.001964
	0.001262
	0.001917
	0.001549
	0.001433
	0.001281
	0.002294
	0.001102
	0.001621
	0.001076
	0.004135
	0.002678
	0.001657
	0.004523
	0.001780
	0.002026
	0.003003
	0.003081
	0.002432
	0.002384
	0.003042
	0.003135
	0.005043
	0.003524
	0.005512
	0.003047
	0.006497
	0.003080
	0.002639
	0.002516
	0.005865
	0.004601
	0.007952
	0.004661
	0.008436
	0.005966
	0.004781
	0.006565
	0.009392
	0.003385
	0.009896
	0.009780
	0.010015
	0.006200
	0.003764
	0.011087
	0.006195
	0.006231
	0.007790
	0.005914
	0.006431
	0.007126
	0.013013
	0.008413
	0.008493
	0.012307
	0.016051
	0.008150
	0.007734
	0.009041
	0.012442
	0.017091
	0.012430
	0.011584
	0.010785
	0.009590
	0.015513
	0.011222
	0.006558
	0.010267
	0.010584
	0.019058
	0.018366
	0.020229
	0.017316
	0.007653
	0.010809
	0.019776
	0.019159
	0.023804
	0.015025
	0.018306
	0.013621
	0.021323
	0.014383
	0.018436
	0.026940
	0.028150
	0.016807
	0.016074
	0.035947
	0.013792
	0.031275
	0.015418
	0.027213
	0.011800
	0.021278
	0.022926
	0.021307
