10	0.000109
20	0.000132
30	0.000085
40	0.000154
50	0.000106
60	0.000101
70	0.000145
80	0.000114
90	0.000134
100	0.000144
110	0.000200
120	0.000117
130	0.000057
140	0.000225
150	0.000204
160	0.000195
170	0.000290
180	0.000217
190	0.000363
200	0.000175
210	0.000265
220	0.000491
230	0.000344
240	0.000414
250	0.000268
260	0.000728
270	0.000338
280	0.000321
290	0.000430
300	0.000570
310	0.000549
320	0.001372
330	0.000613
340	0.000690
350	0.000416
360	0.000869
370	0.001449
380	0.000865
390	0.001541
400	0.000711
410	0.000852
420	0.001180
430	0.001950
440	0.001017
450	0.001282
460	0.001964
470	0.001262
480	0.001917
490	0.001549
500	0.001433
510	0.001281
520	0.002294
530	0.001102
540	0.001621
550	0.001076
560	0.004135
570	0.002678
580	0.001657
590	0.004523
600	0.001780
610	0.002026
620	0.003003
630	0.003081
640	0.002432
650	0.002384
660	0.003042
670	0.003135
680	0.005043
690	0.003524
700	0.005512
710	0.003047
720	0.006497
730	0.003080
740	0.002639
750	0.002516
760	0.005865
770	0.004601
780	0.007952
790	0.004661
800	0.008436
810	0.005966
820	0.004781
830	0.006565
840	0.009392
850	0.003385
860	0.009896
870	0.009780
880	0.010015
890	0.006200
900	0.003764
910	0.011087
920	0.006195
930	0.006231
940	0.007790
950	0.005914
960	0.006431
970	0.007126
980	0.013013
990	0.008413
1000	0.008493
1010	0.012307
1020	0.016051
1030	0.008150
1040	0.007734
1050	0.009041
1060	0.012442
1070	0.017091
1080	0.012430
1090	0.011584
1100	0.010785
1110	0.009590
1120	0.015513
1130	0.011222
1140	0.006558
1150	0.010267
1160	0.010584
1170	0.019058
1180	0.018366
1190	0.020229
1200	0.017316
1210	0.007653
1220	0.010809
1230	0.019776
1240	0.019159
1250	0.023804
1260	0.015025
1270	0.018306
1280	0.013621
1290	0.021323
1300	0.014383
1310	0.018436
1320	0.026940
1330	0.028150
1340	0.016807
1350	0.016074
1360	0.035947
1370	0.013792
1380	0.031275
1390	0.015418
1400	0.027213
	0.011800
	0.021278
	0.022926
	0.021307
